"","AnoLancamento","Titulo","Diretor","Produtora","UF","Distribuidora","Genero","MaxSalas","Renda","Publico"
"442",2010,"Bellini e o Demônio","Marcelo Galvão","Santa Fé 1900 Filmes Ltda.","RJ","Santa Fé Filmes 1900","Ficção",3,"14.122,00","1.661"
"443",2010,"Cabeça a Prêmio","Marco Ricca","M&G Ricca Produções Artísticas Ltda. / Filmes Mais Ltda.","SP","Europa","Ficção",19,"93.766,12","11.619"
"444",2010,"Caro Francis","Nelson Hoineff","Comunicação Alternativa","RJ","Imovision","Documentário",2,"44.117,00","3.770"
"445",2010,"Chico Xavier","Daniel Filho","Lereby Produções","RJ","Sony/Disney (Columbia) / Downtown","Ficção",392,"30.279.855,27","3.413.231"
"446",2010,"Cidade de Plástico","Yu Lik-wai","Gullane Filmes","SP","Paris","Ficção",2,"4.066,00","433"
"447",2010,"Cildo","Gustavo Moura","Matizar Produções Artísticas","RJ","Videofilmes","Documentário",3,"7.915,00","848"
"448",2010,"Como Esquecer","Malu de Martino","E.H. Filmes","RJ","Europa","Ficção",22,"339.996,14","42.539"
"449",2010,"Depois de Ontem, Antes de Amanhã","Christine Liu","Vega Filmes Ltda.","SP","Vega Filmes","Documentário",1,"908,00","85"
"450",2010,"Doce Brasil Holandês","Monica Schmiedt","M. Schmiedt Produções Ltda.","RS","M. Schmiedt Produções","Documentário",1,"10.253,00","2.115"
"451",2010,"Dzi Croquettes","Tatiana Issa e Raphael Alvarez","Tria Productions e Produções Artísticas Ltda.","RJ","Imovision","Documentário",9,"230.371,21","24.348"
"452",2010,"Elevado 3.5","João Sodré, Maíra Bühler e Paulo Pastorelo","Primo Filmes Ltda.","SP","Espaço Filmes","Documentário",1,"8.118,00","886"
"453",2010,"Elza","Izabel Jaguaribe e Ernesto Baldan","Pedra Corrida Produções Artisticas Ltda.","RJ","Gávea Filmes","Documentário",9,"29.704,70","4.394"
"454",2010,"Em teu Nome","Paulo Nascimento","Accorde Filmes","RS","Accorde Audiovisuais","Ficção",16,"203.675,61","47.413"
"455",2010,"Eu e Meu Guarda-Chuva","Toni Vanzolini","Conspiração Filmes","RJ","Fox","Ficção",75,"770.620,00","115.466"
"456",2010,"Federal","Erik de Castro","BsB Cinema Produções","DF","Europa/Riofilme","Ficção",63,"992.428,16","114.483"
"457",2010,"Fluidos","Alexandre da Silva Carvalho","Alexandre Da S. Carvalho Audiovisual M.E.","SP","Polifilmes","Ficção",1,"2.854,00","342"
"458",2010,"Grêmio 10X0","Beto Souza","G7 Cinema","SP","G7 Cinema","Documentário",2,"3.697,49","379"
"459",2010,"High School Musical - o Desafio","Cesar Rodrigues","Total Entertainment","RJ","Sony/Disney (Columbia)","Ficção",206,"2.016.382,17","301.082"
"460",2010,"Histórias De Amor Duram Apenas 90 Minutos","Paulo Halm","Tipos e Tempos Produções Ltda.","RJ","Downtown/Riofilme","Ficção",12,"83.428,11","10.153"
"461",2010,"Insolação","Daniela Thomas e Felipe Hirsch","Nós Outros Produções Cinematográficas Eventos E Teatro Ltda. / Dezenove Som E Imagens Produções Ltda.","SP","Europa","Ficção",3,"19.860,19","2.524"
"462",2010,"Jards Macalé - um Morcego na Porta Principal","Marco Abujamra e João Pimentel","Dona Rosa Produções Artísticas / Tema Eventos Culturais Ltda.","RJ","MovieMobz","Documentário",4,"14.321,80","1.588"
"463",2010,"José e Pilar","Miguel Gonçalves Mendes","O2 Cinema","SP","Espaço Filmes","Documentário",20,"350.700,61","39.628"
"464",2010,"Léo e Bia","Oswaldo Montenegro","Oswaldo Montenegro Produções Artísticas Ltda.","RJ","Copacabana Filmes","Ficção",3,"20.445,40","3.622"
"465",2010,"Lula, o Filho do Brasil","Fábio Barreto","Filmes do Equador","RJ","Downtown/Europa","Ficção",360,"7.066.033,90","848.733"
"466",2010,"Luto Como Mãe","Luís Carlos Nascimento","TV Zero","RJ","TV Zero Cinema","Documentário",0,"0","0"
"467",2010,"Meu Mundo em Perigo","José Eduardo Belmonte","Anhangabau Produções Ltda.","SP","Vitrine Filmes","Ficção",6,"8.146,74","1.389"
"468",2010,"Morgue Story - Sangue, Baiacu e Quadrinhos","Paulo Biscaia Filho","Vigor Mortis Produções Artisticas Ltda.","PR","Moro Comunicação","Ficção",2,"6.908,00","1.205"
"469",2010,"Muita Calma Nessa Hora","Felipe Joffily","Idéias Ideais Design & Produções Ltda. / Casé Filmes Ltda.","RJ","Europa/Riofilme","Ficção",178,"12.832.975,18","1.485.498"
"470",2010,"Netto e o Domador de Cavalos","Tabajara Ruas","Walper Ruas Produções Ltda.","RS","Walper Ruas","Ficção",2,"21.042,50","2.822"
"471",2010,"Nosso Lar","Wagner de Assis","Cinética Filmes e Produções","RJ","Fox","Ficção",444,"36.126.083,00","4.060.304"
"472",2010,"O Abraço Corporativo","Ricardo Kauffman","Idéia Forte Comunicações Ltda.","SP","Idéia Forte","Documentário",1,"8.588,00","929"
"473",2010,"O Amor Segundo B. Schianberg","Beto Brant","Drama Filmes","SP","Espaço Filmes","Ficção",9,"37.731,20","4.273"
"474",2010,"O Bem Amado","Guel Arraes","Natasha Enterprises","RJ","Sony/Disney (Columbia)","Ficção",157,"8.393.618,86","955.393"
"475",2010,"O Grão","Petrus Cariry","Iluminura Cinema e Multimídia Ltda.","CE","Usina Digital","Ficção",5,"12.227,75","1.805"
"476",2010,"O Homem que Engarrafava Nuvens","Lírio Ferreira","Good Ju-Ju Produções Ltda.","RJ","Espaço Filmes","Documentário",15,"150.684,50","19.247"
"477",2010,"O Sol do Meio-Dia","Eliane Caffé","Politheama e Filmes","SP","Pandora","Ficção",5,"27.788,09","4.258"
"478",2010,"Olhos Azuis","José Joffily","Coevos Filmes","RJ","Imagem","Ficção",20,"133.821,87","15.499"
"479",2010,"Os Famosos e os Duendes da Morte","Esmir Filho","Dezenove Som e Imagens Produções","SP","Warner","Ficção",10,"67.637,00","8.328"
"480",2010,"Os Inquilinos","Sérgio Bianchi","Agravo Produções Cinematográficas","SP","Pandora","Ficção",9,"65.038,34","9.057"
"481",2010,"Pachamama","Eryk Rocha","Urca Filmes","RJ","Videofilmes","Documentário",6,"33.585,00","4.257"
"482",2010,"Programa Casé – o que a Gente Não Inventa, Não Existe","Estevão Ciavatta","Pindorama Filmes Ltda.","RJ","Espaço Filmes","Documentário",11,"17.017,00","2.346"
"483",2010,"Quincas Berro D'Água","Sérgio Machado","Videofilmes Produções Artísticas","RJ","Sony/Disney (Columbia)","Ficção",110,"2.125.919,72","273.031"
"484",2010,"Reflexões de um Liquidificador","André Klotzel","Bras Filmes Ltda. / Aurora Filmes Ltda.","SP","Bras Filmes","Ficção",7,"179.521,29","25.479"
"485",2010,"Rita Cadillac, a Lady do Povo","Toni Venturi","Olhar Imaginário","SP","Espaço Filmes","Documentário",13,"26.515,10","2.891"
"486",2010,"Segurança Nacional","Roberto Carminati","Influência Filmes Ltda. ME","SC","Europa","Ficção",37,"285.368,77","37.410"
"487",2010,"Só Dez por Cento É Mentira","Pedro Cezar","Pedro Cezar Produções Artísticas Ltda.","RJ","Downtown","Documentário",5,"52.032,00","5.919"
"488",2010,"Soberano – Seis Vezes São Paulo","Carlos Nader e Maurício Arruda","G7 Cinema","SP","G7 Cinema","Documentário",50,"346.702,85","35.212"
"489",2010,"Solo","Ugo Giorgetti","SP Filmes de São Paulo","SP","Espaço Filmes","Ficção",1,"8.970,00","986"
"490",2010,"Sonhos Roubados","Sandra Werneck","Cineluz Produções Cinematográficas","RJ","Europa","Ficção",29,"199.563,08","28.594"
"491",2010,"Supremacia Vermelha","Fabiano de Souza","G7 Cinema","SP","G7 Cinema","Documentário",2,"5.401,14","547"
"492",2010,"Terra Deu, Terra Come","Rodrigo Siqueira","C R Produções - Foto, Cine-Vídeo Ltda. - EPP / TZ Editora E Produtora Ltda. - ME","SP","Videofilmes","Documentário",3,"16.878,40","1.897"
"493",2010,"Terras","Maya Da-Rin","Cineluz Produções Cinematográficas","RJ","Vitrine Filmes","Documentário",6,"6.678,21","875"
"494",2010,"Todo Poderoso: o Filme - 100 Anos de Timão","Ricardo Aidar","Canal Azul Consultoria Audiovisual","SP","Fox","Documentário",1,"16.505,00","1.437"
"495",2010,"Tropa de Elite 2","José Padilha","Zazen Produções Audiovisuais","RJ","Zazen","Ficção",763,"103.461.153,74","11.146.723"
"496",2010,"Um Lugar ao Sol","Gabriel Mascaro","Símio Filmes Ltda.","PE","Símio Filmes","Documentário",6,"12.738,50","2.320"
"497",2010,"Uma Noite em 67","Renato Terra e Ricardo Calil","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",26,"760.684,91","82.258"
"498",2010,"Utopia e Barbárie","Silvio Tendler","Caliban Produções Cinematográficas","RJ","Caliban","Documentário",19,"75.475,23","9.626"
"499",2010,"Viajo porque Preciso, Volto porque te Amo","Karim Aïnouz e Marcelo Gomes","Rec Produtores Associados Ltda","PE","Espaço Filmes","Ficção",18,"243.332,20","26.623"
"500",2010,"Vida sobre Rodas","Daniel Baccaro","Projectools Comunicacao Multimidia Ltda.-ME","SP","Sony/Disney (Columbia)","Documentário",17,"35.633,90","3.572"
"501",2009,"1983.. o Ano Azul","Carlos Gerbase e Augusto Mallmann","Invídeo Produções Cinematográficas","RS","Prana Filmes","Documentário",2,"23.001,98","2.313"
"502",2009,"23 Anos em 7 Segundos: 1977 - o Fim do Jejum Corinthiano","Di Moretti","Canal Azul Consultoria Audiovisual","SP","Fox","Documentário",7,"14.936,00","1.718"
"503",2009,"À Deriva","Heitor Dhalia","O2 Cinema","SP","Paramount","Ficção",41,"870.171,00","94.588"
"504",2009,"A Erva do Rato","Júlio Bressane","República Pureza Filmes","RJ","República Pureza","Ficção",3,"31.690,00","3.546"
"505",2009,"A Festa da Menina Morta","Matheus Nachtergaele","Bananeira Filmes","RJ","Imovision","Ficção",14,"131.091,30","16.414"
"506",2009,"A Ilha da Morte","Wolney Oliveira","Bucanero Filmes (M. Margarita Hernandez Pascual)","CE","Imovision","Ficção",4,"23.390,93","2.177"
"507",2009,"A Morte Inventada - Alienação Parental","Alan Minas","Caraminhola Produções Artísticas","RJ","Caraminhola Produções","Documentário",1,"886,00","182"
"508",2009,"A Mulher Invisível","Cláudio Torres","Conspiração Filmes","RJ","Warner","Ficção",220,"20.500.361,00","2.353.646"
"509",2009,"Adagio Sostenuto","Pompeu Aguiar","Cassandra Produtora de Filmes","RJ","Pipa","Ficção",3,"9.556,50","2.107"
"510",2009,"Alô, Alô, Terezinha!","Nelson Hoineff","Comunicação Alternativa","RJ","Imovision","Documentário",58,"223.512,71","26.530"
"511",2009,"Anabazys","Joel Pizzini e Paloma Rocha","Paloma Rocha Produções Artísticas e Cinematográfica","RJ","RioFilme","Documentário",5,"6.164,50","842"
"512",2009,"Apenas o Fim","Matheus Souza","Atitude Produções e Empreendimentos Ltda.","RJ","Filmes do Estação","Ficção",11,"159.035,50","24.693"
"513",2009,"As Cantoras do Rádio","Gil Barone e Marcos Avellar","Arte Lux Produções Cinematográfica","PR","Panda Filmes","Documentário",7,"13.033,23","2.604"
"514",2009,"Aventuras do Surf II","Roberto Moura","Massangana Produções Artísticas","RJ","Universal","Documentário",61,"476.445,00","64.017"
"515",2009,"Batatinha Poeta do Samba","Marcelo Rabelo","Portfolium Laboratório de Imagens","BA","Portfolium Laboratório de Imagens","Documentário",1,"1.863,00","221"
"516",2009,"Bela Noite para Voar","Zelito Viana","Caribe Produções","RJ","Universal","Ficção",20,"165.133,00","30.983"
"517",2009,"Besouro","João Daniel Tikhomiroff","RT2A Produções Cinematográficas","RJ","Sony/Disney (Columbia)","Ficção",145,"3.803.835,75","492.659"
"518",2009,"BR3 - A Peça","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Casa Azul","Documentário",1,"468,00","89"
"519",2009,"BR3 - O Documentário","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Casa Azul","Documentário",2,"743,38","190"
"520",2009,"Budapeste","Walter Carvalho","Nexus Cinema e Vídeo","SP","Imagem","Ficção",40,"862.662,29","97.542"
"521",2009,"Cidadão Boilesen","Chaim Litewski","Palmares Produções e Jornalismo","RJ","Imovision","Documentário",5,"75.870,28","7.758"
"522",2009,"Cinderelas, Lobos e um Príncipe Encantado","Joel Zito Araújo","Casa de Criação Cinema e Propaganda","RJ","Pipa","Documentário",6,"12.004,50","3.066"
"523",2009,"Cine Cocoricó: as Aventuras na Cidade","Fernando Gomes","Fundação Padre Anchieta Centro Paulista de Rádio e TV Educativa","SP","MovieMobz","Ficção",39,"175.249,03","22.565"
"524",2009,"Contratempo - uma Valsa da Dor","Malu Mader e Mini Kerti","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",6,"11.098,75","2.045"
"525",2009,"Coração Vagabundo","Fernando Grostein Andrade","Natasha Enterprises","RJ","Paramount","Documentário",10,"189.614,00","19.494"
"526",2009,"Corpo do Rio","Izabel Jaguaribe e Olívia Guimarães","Jaguar Produções Artísticas","RJ","Pequena Central","Documentário",2,"2.095,00","941"
"527",2009,"Divã","José Alvarenga Jr.","Total Entertainment","RJ","Downtown/Riofilme","Ficção",194,"16.497.260,61","1.866.403"
"528",2009,"Do Começo ao Fim","Aluizio Abranches","Lama Filmes","RJ","Downtown/Riofilme","Ficção",24,"775.401,23","86.592"
"529",2009,"Doce de Coco","Penna Filho","Adalberto Penna Produções Cinematográficas","SC","Pandora","Ficção",1,"4.195,00","1.017"
"530",2009,"É Proibido Fumar","Anna Muylaert","África Filmes","SP","Playarte","Ficção",42,"411.420,99","48.306"
"531",2009,"Eliezer Batista - o Engenheiro do Brasil","Victor Lopes","TV Zero","RJ","Espaço Filmes","Documentário",10,"12.646,00","1.403"
"532",2009,"Embarque Imediato","Allan Fiterman","Fera Filmes","RJ","Europa/Riofilme","Ficção",76,"313.177,79","38.099"
"533",2009,"Entre a Luz e a Sombra","Luciana Burlamaqui","Zora Midia","SP","Videofilmes","Documentário",5,"2.603,00","341"
"534",2009,"Entre os Dedos","Tiago Guedes e Frederico Guerra","Plateau Marketing e Produções Culturais","SP","Polifilmes","Ficção",2,"3.596,50","624"
"535",2009,"Estórias de Trancoso","Augusto Sevá","Albatroz Cinematográfica","SP","Polifilmes","Ficção",1,"1.907,00","267"
"536",2009,"Fiel - o Filme","Andrea Pasquini","G7 Cinema","SP","G7 Cinema","Documentário",25,"469.204,82","53.929"
"537",2009,"Filmefobia","Kiko Goifman","Plateau Marketing e Produções Culturais","SP","Polifilmes","Ficção",7,"34.555,00","5.244"
"538",2009,"Flordelis - Basta uma Palavra para Mudar","Marco Antonio Ferraz","Gospel e Gospel Music Produções","RJ","Serendip/ Art Films","Ficção",41,"180.751,02","21.603"
"539",2009,"Fumando Espero","Adriana Dutra","Inffinito Eventos e Produções","RJ","Gávea Filmes","Documentário",7,"16.555,50","2.596"
"540",2009,"Garapa","José Padilha","Zazen Produções Audiovisuais","RJ","Downtown","Documentário",5,"34.907,24","4.701"
"541",2009,"Herbert de Perto","Roberto Berliner e Pedro Bronz","TV Zero","RJ","Imagem","Documentário",29,"240.544,49","27.408"
"542",2009,"Hotel Atlântico","Suzana Amaral","Planifilmes Produções","SP","Espaço Filmes","Ficção",22,"45.119,50","6.516"
"543",2009,"Jean Charles","Henrique Goldman","Já Filmes","SP","Imagem","Ficção",167,"2.454.006,02","294.231"
"544",2009,"Kfz-1348","Gabriel Mascaro e Marcelo Pedroso","Rec Produtores Associados Ltda","PE","REC Produtores","Documentário",1,"2.616,00","736"
"545",2009,"Loki - Arnaldo Baptista","Paulo Henrique Fontenelle","Canal Brazil S/A","RJ","Canal Brazil","Documentário",18,"141.466,68","15.588"
"546",2009,"Manhã Transfigurada","Sérgio de Assis Brasil","Milimmetros Produções Audiovisuais","RS","Pandora","Ficção",3,"10.722,50","1.708"
"547",2009,"Mesa de Bar Onde Tudo Acontece","João Uchôa Cavalcanti Netto","Bossal Produtora de Áudio e Vídeo","RJ","Mirasul","Ficção",3,"1.061,00","104"
"548",2009,"Mistéryos","Beto Carminatti e Pedro Merege","WG7 Agenciamento e Produções","PR","Panda Filmes","Ficção",1,"558,00","155"
"549",2009,"Moscou","Eduardo Coutinho","Matizar Produções Artísticas","RJ","Videofilmes","Documentário",9,"59.762,00","7.993"
"550",2009,"Nada Vai nos Separar","Saturnino Rocha","G7 Cinema","SP","G7 Cinema","Documentário",5,"47.118,24","5.407"
"551",2009,"Naufrágio - Mistério e Morte na Catástrofe do Príncipe de Astúrias","Edu Sallouti","Master Shot Media Produções Artísticas Ltda.","SP","Ginga Eleven","Documentário",0,"0","0"
"552",2009,"No Meu Lugar","Eduardo Valente","Videofilmes Produções Artísticas","RJ","Dowtown/Videofilmes","Ficção",14,"32.280,36","5.447"
"553",2009,"O Contador de Histórias","Luiz Villaça","Francisco Ramalho Junior Filmes","SP","Warner","Ficção",93,"1.118.268,00","151.927"
"554",2009,"O Diário de Sintra","Paula Gaitán","Urca Filmes","RJ","Moviemobz (Rain)/Riofilme","Documentário",3,"9.350,00","1.066"
"555",2009,"O Fim da Picada","Christian Saghaard","Jorge Barbosa Guedes Produções","SP","Cinegrama Filmes","Ficção",1,"4.901,00","941"
"556",2009,"O Grilo Feliz e os Insetos Gigantes","Walbercy Ribas","Start Desenhos Animados","SP","Fox","Animação",122,"1.952.806,17","370.466"
"557",2009,"O Menino da Porteira","Jeremias Moreira","Jere Moreira Produtora de Filmes e Video","SP","Sony/Disney (Columbia)","Ficção",280,"4.567.785,00","669.287"
"558",2009,"O Milagre de Santa Luzia","Sergio Rosenblitz","Miração Filmes","SP","Miração Filmes","Documentário",8,"42.103,75","6.099"
"559",2009,"Os Normais 2","José Alvarenga Jr.","Globo Filmes","RJ","Imagem","Ficção",433,"18.978.259,88","2.202.640"
"560",2009,"Ouro Negro","Isa Albuquerque","Bacuri Produções","RJ","Pandora","Ficção",4,"16.473,10","3.709"
"561",2009,"Palavra (En)Cantada","Helena Solberg","Radiante Filmes","RJ","Filmes do Estação","Documentário",12,"261.289,89","32.464"
"562",2009,"Patativa do Assaré - Ave Poesia","Rosemberg Cariri","Cariri Produções Artísticas","CE","Sereia Filmes","Documentário",4,"15.193,15","2.723"
"563",2009,"Paulo Gracindo - o Bem Amado","Gracindo Júnior","Gracindo Jr. Participações e Empreendimentos","RJ","Filmes do Estação","Documentário",8,"75.275,30","8.968"
"564",2009,"Praça Saens Peña","Vinícius Reis","Limite Produções","RJ","Moviemobz (Rain)/Riofilme","Ficção",5,"49.112,55","5.325"
"565",2009,"Quanto Dura o Amor?","Roberto Moreira","Coração da Selva Transmídia","SP","Pandora","Ficção",9,"80.765,42","11.015"
"566",2009,"Salve Geral","Sérgio Rezende","Toscana Audiovisual","RJ","Sony/Disney (Columbia) / Downtown","Ficção",186,"2.644.263,52","317.152"
"567",2009,"Se Eu Fosse Você 2","Daniel Filho","Total Entertainment","RJ","Fox","Ficção",315,"50.543.885,00","6.112.851"
"568",2009,"Se Nada Mais Der Certo","José Eduardo Belmonte","34 Filmes Ltda.","DF","Imovision","Ficção",16,"101.489,36","12.798"
"569",2009,"Sem Fio","Tiaraju Aronovich","Reticom Escola de Cinema Produção Audiovisuais e Comércio","SP","Panda Filmes","Ficção",1,"1.560,00","248"
"570",2009,"Senhores do Vento","Isabella Nicolas","Youle Filmes","RJ","Youle Filmes","Documentário",1,"186,00","19"
"571",2009,"Simonal - Ninguém Sabe o Duro que Dei","Claudio Manoel, Micael Langer e Calvito Leal","Jaya Produções Artísticas","RJ","Moviemobz (Rain)/Riofilme","Documentário",24,"689.003,21","71.056"
"572",2009,"Som e Fúria","Fernando Meirelles e Toniko Melo","O2 Cinema","SP","O2 Filmes","Ficção",1,"3.034,00","591"
"573",2009,"Tempos de Paz","Daniel Filho","Lereby Produções","RJ","Downtown","Ficção",52,"799.359,00","95.792"
"574",2009,"Titãs - a Vida Até Parece uma Festa","Branco Mello e Oscar Rodrigues Alves","Ink Geração e Produção de Conteúdos","SP","MovieMobz","Documentário",14,"144.600,42","15.211"
"575",2009,"Topografia de um Desnudo","Teresa Aguiar","T.A.O. Produções Artisticas","SP","T.A.O. Produções Artisticas","Ficção",1,"6.065,00","1.488"
"576",2009,"Um Homem de Moral","Ricardo Dias","24 Vps Filmes","SP","Superfilmes","Documentário",10,"98.555,50","6.784"
"577",2009,"Um Lobisomem na Amazônia","Ivan Cardoso","Topázio Filmes","RJ","Polifilmes/Topázio Filmes","Ficção",8,"5.018,40","625"
"578",2009,"Um Romance de Geração","David França Mendes","O Alto Comando Cinema e Comunicação Ltda. (RJ), Cabra Vadia, Mixer Produções Cinematográficas Ltda. (SP)","RJ","Filmes do Estação","Ficção",2,"6.184,50","793"
"579",2009,"Vamos Subir, Leão","Marcos Luiz Bittencourt","Canal 3 Produções","SC","Canal 3","Documentário",0,"0,00","0"
"580",2009,"Velhas Guardas","Joatan Berbel","MP2 Produções","RJ","Pipa","Documentário",1,"75,00","54"
"581",2009,"Verônica","Maurício Farias","Fraiha Produções de Eventos e Editora Ltda.","RJ","Europa","Ficção",129,"740.059,02","103.905"
"582",2009,"Waldick, Sempre no meu Coração","Patrícia Pillar","Anima I Produções Artísticas","RJ","Pequena Central","Documentário",8,"17.076,50","3.591"
"583",2009,"Xuxa em o Mistério de Feiurinha","Tizuka Yamazaki","Conspiração Filmes","RJ","Playarte","Ficção",215,"8.484.823,94","1.307.135"
"584",2009,"Zico na Rede","Paulo Roscio","Business Telecom","RJ","Business Telecom","Documentário",2,"2.529,50","546"
"585",2008,"1958, o Ano em que o Mundo Descobriu o Brasil","José Carlos Asberg","Palmares Produções e Jornalismo","RJ","Pandora","Documentário",7,"26.049,00","3.520"
"586",2008,"5 Frações de uma Quase História","Armando Mendz, Cristiano Abud, Cris Azzi, Guilherme Fiúza, Lucas Gontijo e Thales Bahia","Camisa Listrada","MG","Usina Digital","Ficção",4,"45.554,00","6.420"
"587",2008,"A Casa da Mãe Joana","Hugo Carvana","MAC Comunicação e Produção","RJ","Imagem","Ficção",151,"3.852.415,78","525.035"
"588",2008,"A Dança da Vida","Juan Zapata","Estação Elétrica Produção de Cinema e Vídeo","RS","Zapata Filmes","Documentário",6,"1.574,50","334"
"589",2008,"A Guerra dos Rocha","Jorge Fernando","Total Entertainment","RJ","Fox","Ficção",90,"2.382.939,00","345.964"
"590",2008,"A Margem da Linha","Gisella Callas","Cinerama Filmes-CF","SP","Cinerama Films","Documentário",7,"2.199,76","396"
"591",2008,"A Mulher do Meu Amigo","Cláudio Torres","Conspiração Filmes","RJ","Disney","Ficção",59,"1.152.359,00","164.818"
"592",2008,"A Outra Margem","Luís Felipe Rocha","Plateau Marketing e Produções Culturais","SP","Polifilmes","Ficção",2,"12.349,00","1.615"
"593",2008,"Ainda Orangotangos","Gustavo Spolidoro","Cinematográfica Clube Silêncio","RS","Pandora","Ficção",5,"51.484,20","7.279"
"594",2008,"Andarilho","Cao Guimarães","Cinco em Ponto","MG","Usina Digital","Documentário",4,"12.314,00","2.229"
"595",2008,"As Filhas de Chiquita","Priscilla Brasil","Companhia Amazônica de Filmes","RJ","Iaiá Filmes","Documentário",2,"1.228,92","270"
"596",2008,"Bezerra de Menezes – o Diário de um Espírito","Glauber Filho e Joe Pimental","Associação Estação da Luz","CE","Fox","Ficção",49,"3.534.245,00","443.143"
"597",2008,"Bodas de Papel","André Sturm","Centro de Cultura Cinematográfica Providence","SP","Pandora","Ficção",15,"96.290,00","16.462"
"598",2008,"Brigada Pára-Quedista","Evaldo Mocarzel","Casa Azul Produções Artísticas","SP","Polifilmes","Documentário",1,"786,00","162"
"599",2008,"Café dos Maestros","Miguel Kohan","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",12,"282.667,76","33.150"
"600",2008,"Cana Quente","Luiz Alberto Zakir","Glaz Entretenimento","SP","Glaz","Ficção",1,"550,50","163"
"601",2008,"Castelar e Nelson Dantas no País dos Generais","Carlos Alberto Prates Correia","Sertaneja de Cinema","RJ","Iaiá Filmes","Documentário",3,"3.226,50","450"
"602",2008,"Chega de Saudade","Laís Bodanzky","Gullane Filmes / Buriti Filmes","SP","Disney","Ficção",31,"1.591.603,00","205.893"
"603",2008,"Cleópatra","Júlio Bressane","Filmes do Rio de Janeiro","RJ","RioFilme","Ficção",5,"45.116,00","7.241"
"604",2008,"Condor","Roberto Mader","Taba Filmes Produções Audio Visual / Focus Films","RJ","Lumière","Documentário",12,"0,00","0"
"605",2008,"Corpo","Rossana Foglia e Rubens Rewald","Glaz Entretenimento","SP","Pandora","Ficção",5,"33.965,00","5.428"
"606",2008,"Deserto Feliz","Paulo Caldas","Camará Filmes","PE","Filmes do Estação","Ficção",11,"56.728,30","10.829"
"607",2008,"Devoção","Sérgio Sanz","J.Sanz Produção Audiovisual","RJ","RioFilme","Documentário",6,"18.643,00","2.608"
"608",2008,"Dias e Noites","Beto Souza","Voglia Produções Artísticas / Film Factory do Brasil / Panda Filmes","SP","PlayArte","Ficção",27,"47.531,15","6.539"
"609",2008,"Dot.com","Luis Galvão Telles","Videofilmes Produções Artísticas","RJ","Videofilmes","Ficção",6,"46.984,00","5.478"
"610",2008,"Encarnação do Demônio","José Mojica Marins","Olhos de Cão Produções Cinematográficas / Gullane Filmes","SP","Fox","Ficção",37,"184.403,00","25.762"
"611",2008,"Ensaio Sobre a Cegueira","Fernando Meirelles","O2 Cinema","SP","Fox","Ficção",97,"7.772.105,00","904.514"
"612",2008,"Entre Lençóis","Gustavo Nieto Roa","Centauro Filmes","SP","Imagem","Ficção",115,"1.120.042,00","136.605"
"613",2008,"Era uma Vez...","Breno Silveira","Conspiração Filmes","RJ","Sony","Ficção",89,"4.558.034,00","570.470"
"614",2008,"Estômago","Marcos Jorge","Citizencrane Produções Artísticas","PR","Downtown","Ficção",19,"808.377,00","90.498"
"615",2008,"Falsa Loura","Carlos Reichenbach","Dezenove Som e Imagens Produções","SP","Imovision","Ficção",9,"82.600,00","11.786"
"616",2008,"Feliz Natal","Selton Mello","Bananeira Filmes Ltda. / Selton Mello Produções Artísticas","RJ","Europa","Ficção",20,"197.197,95","28.824"
"617",2008,"Fim da Linha","Gustavo Steinberg","Bits Produções","SP","Pandora","Ficção",4,"23.858,00","10.114"
"618",2008,"Fronteira","Rafael Conde","Filmegraph","MG","Usina Digital","Ficção",2,"11.685,90","1.475"
"619",2008,"Garoto Cósmico","Alê Abreu","Alê Abreu Produções","SP","Downtown","Animação",28,"179.840,00","36.461"
"620",2008,"Iluminados","Cristina Leal","Comtexto Produções e Publicações Artísticas","RJ","Downtown","Documentário",3,"9.447,00","1.168"
"621",2008,"Juízo","Maria Augusta Ramos","Diler & Associados","RJ","Filmes do Estação","Documentário",6,"137.240,00","20.367"
"622",2008,"Juventude","Domingos Oliveira","Teatro Ilustre Produções Artísticas / Forte Filmes Produções Artísticas","RJ","Filmes do Estação","Ficção",10,"169.760,12","17.698"
"623",2008,"L.A.P.A.","Cavi Borges e Emilio Domingos","Cavideo Locadora e Comércio de Conveniências","RJ","Pipa","Documentário",2,"3.232,00","809"
"624",2008,"Linha de Passe","Walter Salles e Daniela Thomas","Videofilmes Produções Artísticas","RJ","Paramount","Ficção",58,"1.446.783,00","165.956"
"625",2008,"Maré, Nossa História de Amor","Lúcia Murat","Taiga Filmes e Vídeo","RJ","Filmes do Estação","Ficção",39,"165.520,00","28.268"
"626",2008,"Memória para Uso Diário","Beth Formaggini","Alo Video","RJ","Pipa","Documentário",3,"1.459,00","430"
"627",2008,"Meu Brasil","Daniela Broitman","Videoforum Filmes Produções Artísticas Ltda.","SP","Pipa","Documentário",3,"3.941,75","1.008"
"628",2008,"Meu Nome É Dindi","Bruno Safadi","TB Produções","RJ","RioFilme","Ficção",5,"6.179,00","1.379"
